Source,Date,Description,Amount
UFCU checking,09/19,"CHEVRON / E - Z STOP # 7 - L LA GRANGE TX
POS # 026318364485
CHEVRON / E - Z STOP # 7 - L LA GRANGE TX",$32.15
UFCU checking,09/20,"POS # 026411277916
O'REILLY AUTO PARTS 636 BURNET TX",$10.70
UFCU checking,"09/20
09/20","Debit Card Debit Card
STARBUCKS STORE 13816 CEDAR PARK TX",$12.95
UFCU checking,09/20,"POS # 026482722500
KWIK CHEK # 52 1003 HWY 1431 W MARBLE FALLS
TX",$18.82
UFCU checking,"09/20
09/20","Debit Card Debit Card
GUDE'S BAKERY AND DELI BURNET TX",$21.74
UFCU checking,"09/21
09/19","Debit Card Debit Card
CHICK - FIL - A # 01801 HOUSTON TX",$23.02
UFCU checking,"09/21
09/20","Debit Card Debit Card
CASTELL GENERAL STORE CASTELL TX",$85.25
UFCU checking,"09/21
09/20","Debit Card Debit Card
HIDDEN FALLS ADVENTURE MARBLE FALLS TX",$40.00
UFCU checking,09/21,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$373.81
UFCU checking,09/21,"POS # 026575099200
SUNOCO 0307947200 200 HWY 71 E LLANO TX",$8.57
UFCU checking,"09/21
09/21","Debit Card Debit Card
SQ * CHEMN CAFE LLC ELGIN TX",$3.25
UFCU checking,"09/21
09/21","Debit Card Debit Card
SQ * CHEMN CAFE LLC ELGIN TX",$11.64
UFCU checking,"09/22
09/21","Debit Card Debit Card
FRATELLI'S RISTORANTE HOUSTON TX",$60.23
UFCU checking,"09/22
09/21","Debit Card Debit Card
FUEL COFFEE HOUSE LLANO TX",$6.00
UFCU checking,09/23,"POS # 026707256200
SWIFT MART 2047 WIRT 2047 WIRT ROAD
HOUSTON TX",$30.01
UFCU checking,"09/23
09/23","Debit Card Debit Card
SQ * SOFYS TAQUERIA SPRING TX",$10.00
UFCU checking,"09/24
09/23","Debit Card Debit Card
DIY CAR WASH SPRING TX",$7.25
UFCU checking,"09/25
09/24","Debit Card Debit Card
TST * SLOWPOKES - SPRING HOUSTON TX",$8.50
UFCU checking,"09/25
09/24","Debit Card Debit Card
BASKIN # 355682 HOUSTON TX",$8.18
UFCU checking,09/25,"POS # 026917258011
SPECS # 15 25044 I H 45 SPRING TX",$75.45
UFCU checking,"09/26
09/26","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$15.18
UFCU checking,"09/27
09/26","Debit Card Debit Card
SSA HERMAN PARK CONSERV HOUSTON TX",$5.41
UFCU checking,09/29,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,"09/29
09/29","Debit Card Debit Card
TST * TACOS A GO GO - JE HOUSTON TX",$12.50
UFCU checking,"09/30
09/30","ACH NSF
In the amount $ 512.83 BANK OF THE WEST
Ending Balance",$30.00
UFCU checking,08/03,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,08/06,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,08/06,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL","$3,223.38"
UFCU checking,08/06,"POS # 022000002825
WALGREENS STORE 1413 WI HOUSTON TX",$1.83
UFCU checking,"08/07
08/06","Debit Card Debit Card
DOMINO'S 6649 HOUSTON TX",$6.48
UFCU checking,"08/08
08/06","Debit Card Debit Card
FRATELLI'S RISTORANTE HOUSTON TX",$71.97
UFCU checking,08/08,"POS # 022119511338
CVS / PHARMACY # 06 06726- Houston TX",$35.56
UFCU checking,08/08,"POS # 022119041547
CVS / PHARMACY # 06 06726- Houston TX",$48.42
UFCU checking,"08/09
08/08","Debit Card Debit Card
KFC C521024 HOUSTON TX",$4.09
UFCU checking,"08/10
08/09","Debit Card Debit Card
MCDONALD'S F25405 MONTGOMERY TX",$8.95
UFCU checking,"08/10
08/09","Debit Card Debit Card
MCDONALD'S F25725 HOUSTON TX",$3.44
UFCU checking,"08/11
08/09","PHO BO HOUSTON TX
Debit Card Debit Card",$38.04
UFCU checking,08/11,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$150.91
UFCU checking,08/11,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,08/12,"POS # 022531382600
SURFSIDE FOOD MART 111 FORT VELASCO DR
FREEPORT TX",$18.86
UFCU checking,08/13,Internet Banking Transfer To Loan 0050,"$1,200.00"
UFCU checking,"08/13
08/12","Debit Card Debit Card
STARBUCKS STORE 21872 LAKE JACKSON TX",$16.45
UFCU checking,"08/13
08/12","Debit Card Debit Card
NORTHERN TOOL EQUIP TX HOUSTON TX",$14.06
UFCU checking,08/14,Internet Banking Transfer To Loan 0050,$304.17
UFCU checking,08/14,Internet Banking Transfer To Loan 0002,$797.55
UFCU checking,08/14,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,08/17,"TYPE : 0271D ID : 4030360441
CO : Green Mountain E
ACH Green Mountain E",$362.42
UFCU checking,08/18,Debit Card Debit Card,$6.26
UFCU checking,08/17,MCDONALD'S F20638 HOUSTON TX,
UFCU checking,08/18,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$3,600.00"
UFCU checking,08/19,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$467.41
UFCU checking,"08/25
08/24","Debit Card Debit Card
BLINK WEB # 996 8663586300 NY",$20.43
UFCU checking,08/28,"Internet Banking Transfer
To R. ERIK SWEDBERG XXXXXXXXXX Share 0080",$200.00
UFCU checking,"08/30
08/29","Debit Card Debit Card
SOUND EXCHANGE HOUSTON TX",$32.46
UFCU checking,"08/31
08/29","Debit Card Debit Card
SPANISH VILLAGE RESTAUR HOUSTON TX",$18.64
UFCU checking,"08/31
08/29","Debit Card Debit Card
WHATABURGER 1165 MAGNOLIA TX",$8.31
UFCU checking,"08/31
08/30","Debit Card Debit Card
ACT CITYOFHOUSTON HOUSTON TX",$6.00
UFCU checking,07/01,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,07/02,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$275.88
UFCU checking,07/02,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$292.75
UFCU checking,07/02,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,07/02,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,07/03,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$23.50
UFCU checking,07/06,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$80.00
UFCU checking,07/06,"CO : BankoftheWest
ACH BankoftheWest
TYPE : BOWLOANPAY ID : 6940475440",$512.83
UFCU checking,07/07,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$175.00
UFCU checking,07/10,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,07/13,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$800.00
UFCU checking,07/13,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL","$1,200.00"
UFCU checking,07/13,"ACH NAVI ED SERV WEB
TYPE : STUDNTLOAN ID : 9102001102
CO : NAVI ED SERV WEB","$1,316.45"
UFCU checking,07/13,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,07/20,"ACH RANDALL E SWEDB
TYPE : P2P ID : 1770527921
CO : RANDALL E SWEDB",
UFCU checking,07/20,Internet Banking Transfer To Loan 0002,$797.55
UFCU checking,07/21,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$464.53
UFCU checking,07/22,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,07/22,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,07/23,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$292.76
UFCU checking,07/23,"ACH Green Mountain E
CO : Green Mountain E
TYPE : 0271D ID : 4030360441",$309.02
UFCU checking,07/23,ACH NAVI ED SERV WEB,"$1,316.45"
UFCU checking,07/24,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$23.88
UFCU checking,07/24,"POS # 020615606984
LOVES CNTRY ST EL PASO TX",$60.00
UFCU checking,07/25,"at ATM # 044402075039
BBVA USA 225 E IDAHO LAS CRUCES NM 0444",$224.00
UFCU checking,07/25,"Non UFCU ATM Fee
BBVA USA 225 E IDAHO LAS CRUCES NM 0444",$1.00
UFCU checking,07/31,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,06/01,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$192.98
UFCU checking,06/01,"ACH ATT
TYPE : Payment ID : 9864031005 CO : ATT",$270.26
UFCU checking,06/01,"ACH WELLS FARGO AUTO
TYPE : FEE & PMTS ID : 9330291646
CO : WELLS FARGO AUTO",$397.67
UFCU checking,06/02,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$26.94
UFCU checking,06/02,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,06/02,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,06/02,"Internet Banking Transfer bill pay advance .
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,"06/03
06/02","Debit Card Debit Card
STAR PIZZA - 2 HOUSTON TX",$62.49
UFCU checking,06/03,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$299.00
UFCU checking,06/03,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$2,349.55"
UFCU checking,06/04,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/04,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080",$300.00
UFCU checking,06/07,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/08,"Internet Banking Transfer office rent
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/08,Check 2104,"$1,025.00"
UFCU checking,06/10,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/11,"ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527
CO : SOFI PAYMENTS","$2,682.80"
UFCU checking,06/12,"Internet Banking Transfer CCs
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/12,Internet Banking Transfer To Loan 0050,"$1,648.17"
UFCU checking,06/15,Internet Banking Transfer To Loan 0050,$157.83
UFCU checking,06/15,"at ATM # 016705789438
Wells Fargo Ban 13560 IH 10 EAST . Houston
TX 0903B",$103.00
UFCU checking,06/15,"Non UFCU ATM Fee
Wells Fargo Ban 13560 IH 10 EAST . Houston
TX 0903B",$1.00
UFCU checking,06/17,Check 2179,$144.00
UFCU checking,06/17,COURTESY PAY,$40.00
UFCU checking,06/17,Check 2211,$100.00
UFCU checking,06/17,COURTESY PAY,$40.00
UFCU checking,06/18,Internet Banking Transfer,
UFCU checking,06/18,"From R. ERIK SWEDBER XXXXXXXXXX Share 0080
Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/19,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$371.31
UFCU checking,06/19,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$4,226.05"
UFCU checking,06/22,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$255.14
UFCU checking,06/22,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,06/26,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,06/26,COURTESY PAY,$40.00
UFCU checking,06/30,"ACH NSF
In the amount $ 512.83 BANK OF THE WEST",$30.00
UFCU checking,03/01,"POS # 006123665400
SWIFT FOOD MART 2047 WIRT RD #A HOUSTON TX",$34.04
UFCU checking,03/02,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALS177
CO : PAYPAL",$19.19
UFCU checking,03/02,"ACH HCTRA EFT
TYPE : EZTAGSTPPD ID : 2746019451
CO : HCTRA EFT",$40.00
UFCU checking,03/02,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$299.00
UFCU checking,03/02,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,"03/03
03/02","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$6.15
UFCU checking,"03/03
03/02","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$5.62
UFCU checking,03/03,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,"03/04
03/03","Debit Card Debit Card
FEDEX OFFIC21100021113 HOUSTON TX",$2.69
UFCU checking,"03/04
03/03","Debit Card Debit Card
FEDEX OFFIC21100021113 HOUSTON TX",$1.74
UFCU checking,"03/04
03/03","Debit Card Debit Card
CHIPOTLE 3129 HOUSTON TX",$11.53
UFCU checking,03/04,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,03/04,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,000.00"
UFCU checking,03/04,"POS # 006415322881
USPS PO 48018300 8000 L HOUSTON TX",$26.35
UFCU checking,03/04,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$1,906.04"
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$23.00
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$24.50
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$27.00
UFCU checking,"03/05
03/05","Debit Card Debit Card
YOAKUM PACKING CO . YOAKUM TX",$36.00
UFCU checking,"03/05
03/04","Debit Card Debit Card
MCDONALD'S F20638 HOUSTON TX",$3.45
UFCU checking,"03/05
03/04","Debit Card Debit Card
METRO TRANS HARRIS CTY 713-635-4000 TX",$3.75
UFCU checking,"03/05
03/05","Debit Card Debit Card
STUBHUB , INC . 866-788-2482 CA",$80.02
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$40.50
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$24.00
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$48.00
UFCU checking,"03/05
03/04","Debit Card Debit Card
ARAMARK NRG STADIUM HOUSTON TX",$24.00
UFCU checking,03/05,"POS # 006574175015
OMO PAPA BEN'S TRAI381424 4007 BELLAIRE
BLVD HOUSTON TX",$27.06
UFCU checking,"03/05
03/04","Debit Card Debit Card
LAZ PARKING 610365 HOUSTON TX",$8.00
UFCU checking,"03/05
03/04","Debit Card Debit Card
RCS CARNIVAL LAVEEN AZ",$50.00
UFCU checking,"03/05
03/04","Debit Card Debit Card
RCS CARNIVAL LAVEEN AZ",$20.00
UFCU checking,"03/05
03/05","Debit Card Debit Card
CHAPULTEPEC LUPITA HOUSTON TX",$52.40
UFCU checking,03/05,"POS # 006523180974
BONES 2 GO INC JERSEY VILLAG TX",$65.84
UFCU checking,03/05,Check 2219,$450.00
UFCU checking,"03/05
03/05","Debit Card Debit Card
FIRST WATCH - 283 HOUSTON TX",$43.86
UFCU checking,"03/06
03/04","Debit Card Debit Card
CHICK - FIL - A # 02513 HOUSTON TX",$14.74
UFCU checking,"03/06
03/05","Debit Card Debit Card
USA * BARRETT VENDING HOUSTON TX",$1.10
UFCU checking,"03/06
03/05","Debit Card Debit Card
TST * BETSY ON BELLAIRE BELLAIRE TX",$5.33
UFCU checking,03/06,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$15.58
UFCU checking,"03/06
03/05","Debit Card Debit Card
TAQUERIA ARANDAS 21 JERSEY VILLAG TX",$10.65
UFCU checking,03/06,"POS # 006674343200
SWIFT FOOD MART 2047 WIRT RD #A HOUSTON TX",$14.38
UFCU checking,03/07,"POS # 006737001619
NWS GALVESTON RAILR561937 2602 SANTA FE
PLACE GALVESTON TX",$10.77
UFCU checking,03/07,"POS # 006760001622
NWS GALVESTON RAILR732578 2602 SANTA FE
PLACE GALVESTON TX",$24.46
UFCU checking,"03/07
03/07","Debit Card Debit Card
SQ * TORNADO TACO Houston TX",$17.24
UFCU checking,03/07,"POS # 006714066286
CORNER STORE 2608 GALVESTON TX",$13.88
UFCU checking,03/07,"POS # 006714065846
CORNER STORE 2608 GALVESTON TX",$55.01
UFCU checking,"03/07
03/07","Debit Card Debit Card
SQ * VICTORIA NEWSOME Galveston TX",$8.75
UFCU checking,"03/08
03/07","Debit Card Debit Card
THE ORIGINAL MEXICAN CA GALVESTON TX",$2.15
UFCU checking,"03/08
03/07","Debit Card Debit Card
THE ORIGINAL MEXICAN CA GALVESTON TX",$41.55
UFCU checking,"03/08
03/07","Debit Card Debit Card
CHASE - GALVESTONCOUNTY CHICAGO IL",$0.50
UFCU checking,"03/08
03/07","Debit Card Debit Card
GALVESTON COUNTY TOLL GALVESTON TX",$2.00
UFCU checking,03/09,Debit Card Debit Card,$10.12
UFCU checking,"03/09
03/08","Debit Card Debit Card
GALVESTON RAILROAD MUS 409-765-5700 TX",$30.00
UFCU checking,03/09,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$22.19
UFCU checking,03/09,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$64.12
UFCU checking,03/09,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$867.08
UFCU checking,03/09,"POS # 006902959600
SWIFT FOOD MART 2047 WIRT RD #A HOUSTON TX",$4.05
UFCU checking,03/09,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,03/09,"POS # 006900036179
KROGER # 346 HOUSTON HOUSTON TX",$9.11
UFCU checking,"03/10
03/08","Debit Card Debit Card
GODAVARI HOUSTON TX",$41.54
UFCU checking,03/10,"POS # 007014381300
SHELL SERVICE STATION 5630 NORTH LAMAR
AUSTIN TX",$2.59
UFCU checking,"03/10
03/09","Debit Card Debit Card
LUPE TORTILLA # 8 HOUSTON TX",$78.63
UFCU checking,"03/10
03/10","Debit Card Debit Card
TAQUERIA PANADERIA RIO LA GRANGE TX",$8.25
UFCU checking,03/11,"CO : SOFI PAYMENTS
ACH SOFI PAYMENTS
TYPE : PL PYMT ID : 3452499527","$2,682.80"
UFCU checking,"03/11
03/10","Debit Card Debit Card
DART BOWL CAFE AUSTIN TX",$17.64
UFCU checking,"03/11
03/10","Debit Card Debit Card
AUSTIN VINTAGE GUITARS AUSTIN TX",$25.64
UFCU checking,03/11,"POS # 007115130437
OMO CHEVRON LAKE AU561164 2402 LAKE AUSTIN
BLVD . AUSTIN TX",$2.29
UFCU checking,"03/11
03/10","Debit Card Debit Card
P TERRYS BURGER STAND AUSTIN TX",$4.28
UFCU checking,"03/11
03/11","Debit Card Debit Card
SQ * THUNDERBIRD CAFE & Austin TX",$13.21
UFCU checking,03/11,"POS # 007200323591
CVS / PHARMACY # 10 10888- AUSTIN TX",$5.40
UFCU checking,03/12,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$40.00
UFCU checking,03/12,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$45.00
UFCU checking,"03/12
03/11","Debit Card Debit Card
EXXONMOBIL 48030522 AUSTIN TX",$12.96
UFCU checking,"03/12
03/11","Debit Card Debit Card
ROSEDALE MARKET AUSTIN TX",$10.06
UFCU checking,"03/12
03/12","Debit Card Debit Card
SQ * FIGURE 8 COFFEE PUR Austin TX",$11.99
UFCU checking,03/12,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,03/12,Internet Banking Transfer To Loan 0050,"$1,852.46"
UFCU checking,"03/12
03/12","Debit Card Debit Card
EL MERCADO UPTOWN AUSTIN TX",$25.63
UFCU checking,"03/13
03/12","Debit Card Debit Card
DSMC UT HOLY ROAST COFF AUSTIN TX",$2.54
UFCU checking,03/13,"ACH RANDALL E SWED
TYPE : P2P ID : 1770527921
CO : RANDALL E SWED",
UFCU checking,03/13,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$9.39
UFCU checking,03/13,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$398.00
UFCU checking,"03/14
03/13","Debit Card Debit Card
SWEET MARIA'S COFFEE 510-628-0992 CA",$65.57
UFCU checking,"03/14
03/13","Debit Card Debit Card
SWIFT FOOD MART HOUSTON TX",$24.72
UFCU checking,"03/14
03/13","Debit Card Debit Card
FOREST WEST CITGO HOUSTON TX",$9.25
UFCU checking,03/16,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$5.00
UFCU checking,03/16,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$75.00
UFCU checking,03/16,"ACH NAVI ED SERV WEB
TYPE : STUDNTLOAN ID : 9102001102
CO : NAVI ED SERV WEB","$1,316.45"
UFCU checking,03/16,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL","$2,000.00"
UFCU checking,03/16,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$9,165.68"
UFCU checking,03/17,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$150.00
UFCU checking,03/18,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,03/18,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,000.00"
UFCU checking,03/19,"ACH USAA P & C EXT
TYPE : AUTOPAY ID : USAA - PC
CO : USAA P & C EXT",$614.10
UFCU checking,03/21,Internet Banking Transfer To Loan 0050,"$2,056.02"
UFCU checking,03/23,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$150.00
UFCU checking,03/23,"ACH WELLS FARGO AUTO
TYPE : FEE & PMTS ID : 9330291646
CO : WELLS FARGO AUTO",$397.67
UFCU checking,03/24,"ACH CPENERGY ENTEX
TYPE : ENT ACH EB ID : 176051140D
CO : CPENERGY ENTEX",$64.99
UFCU checking,03/24,"ACH Green Mountain E
TYPE : 0271D ID : 4030360441
CO : Green Mountain E",$102.42
UFCU checking,03/24,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT","$4,000.00"
UFCU checking,03/28,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080",$200.00
UFCU checking,03/30,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,03/31,"ACH BANK OF THE WEST
TYPE : IC PAYMENT ID : 2940475440
CO : BANK OF THE WEST",$512.83
UFCU checking,03/31,"POS # 009129515621
NNT KONA ICE K - 16 571851 1802 AFTON ST
HOUSTON TX",$5.00
UFCU checking,03/31,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXX XXXX Share 0080",
UFCU checking,05/01,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$262.50
UFCU checking,05/01,"Internet Banking Transfer
From R. ERIK SWEDBER XXXXXXXXXX Share 0080",
UFCU checking,"05/02
05/02","Debit Card Debit Card
VCI * VITACOST.COM 800-793-2601 FL",$19.17
UFCU checking,"05/02
05/02","Debit Card Debit Card
VCI * VITACOST.COM 800-793-2601 FL",$6.48
UFCU checking,05/02,"Kiosk Transfer To Loan 0050
Mobile Banking Transfer",$480.97
UFCU checking,"05/03
05/03","Debit Card Debit Card
VCI * VITACOST.COM 800-793-2601 FL",$156.13
UFCU checking,05/04,"ACH VENMO
TYPE : PAYMENT ID : 3264681992 CO : VENMO",$25.00
UFCU checking,05/04,"ACH CITY OF HOUSTON
TYPE : WATER BILL ID : 6746001164
CO : CITY OF HOUSTON",$103.92
UFCU checking,05/04,"ACH BCBS HEALTH HPS
TYPE : 8007928595 ID : 1361236610
CO : BCBS HEALTH HPS","$1,749.87"
UFCU checking,05/04,"ACH ALLY BANK
TYPE : $ TRANSFER ID : 3770527921
CO : ALLY BANK","$3,300.00"
UFCU checking,05/04,Internet Banking Transfer To Loan 0050,$64.35
UFCU checking,05/04,"Internet Banking Transfer
TO CASTLE , WENDY XXXXXXXXXX Share 0080","$1,000.00"
UFCU checking,05/04,"ACH FIRSTUNITEDBANK
TYPE : LOAN PMT ID : 1730222372
CO : FIRSTUNITEDBANK","$1,906.04"
UFCU checking,"05/05
05/04","Debit Card Debit Card
SQ * BLACK HOLE COFFEE H Houston TX",$13.45
UFCU checking,"05/05
05/04","Debit Card Debit Card
STAR PIZZA - 2 HOUSTON TX",$61.55
UFCU checking,05/05,"ACH PAYPAL
TYPE : INST XFER ID : PAYPALSI77
CO : PAYPAL",$299.00
UFCU checking,05/05,"ACH USAA.COM PAYMNT
TYPE : CREDIT CRD ID : 122487129
CO : USAA.COM PAYMNT",$597.76
UFCU checking,05/05,"ACH BARCLAYCARD US
TYPE : CREDITCARD ID : 2510407970
CO : BARCLAYCARD US",$797.40
UFCU checking,05/06,"POS # 5WIWOEEQOSQI
AMAZON.COM * S51IK2LT3 SEATTLE WA",$47.62
UFCU checking,"05/06
05/06","Debit Card Debit Card
AMZN Mktp US * E03DN6BL3 Amzn.com/bill WA",$12.44
UFCU checking,"05/06
05/05","Debit Card Debit Card
US CHESS FEDERATION SA 888-512-4377 AL",$104.75
UFCU checking,05/07,"POS # 0000005HMIOE
AMAZON.COM * 3R21L1A63 SEATTLE WA",$68.18
UFCU checking,"05/07
05/07","Debit Card Debit Card
Amazon.com * TT6IB1H63 Amzn.com/bill WA",$5.83
UFCU checking,"05/07
05/07","Debit Card Debit Card
Amazon.com * 9P5107B03 Amzn.com/bill WA",$8.65
